date,time_slot,depot_name,total_trains_available,trains_in_service,trains_under_maintenance,ready_for_induction,average_turnaround_time_min,energy_consumption_kwh,fault_probability
2025-12-22,08:30:00,Aluva Depot,10,8,1,1,23,431,0.0495
2025-12-22,08:30:00,Muttom Yard,25,20,2,3,24,325,0.0232
2025-12-22,08:45:00,Aluva Depot,10,8,2,0,22,236,0.0154
2025-12-22,08:45:00,Muttom Yard,25,20,3,2,15,374,0.0179
2025-12-22,09:00:00,Aluva Depot,10,8,2,0,21,459,0.0227
2025-12-22,09:00:00,Muttom Yard,25,20,2,3,19,277,0.0423
2025-12-22,09:15:00,Aluva Depot,10,8,3,0,24,364,0.0134
2025-12-22,09:15:00,Muttom Yard,25,20,2,3,15,299,0.0448
2025-12-22,09:30:00,Aluva Depot,10,8,3,0,19,376,0.0299
2025-12-22,09:30:00,Muttom Yard,25,20,1,4,19,311,0.0381
2025-12-22,09:45:00,Aluva Depot,10,8,3,0,22,237,0.0332
2025-12-22,09:45:00,Muttom Yard,25,20,2,3,17,201,0.0193
2025-12-22,10:00:00,Aluva Depot,10,8,1,1,20,329,0.0249
2025-12-22,10:00:00,Muttom Yard,25,20,3,2,24,302,0.017
2025-12-22,10:15:00,Aluva Depot,10,8,1,1,17,491,0.0188
2025-12-22,10:15:00,Muttom Yard,25,20,1,4,22,252,0.0346
2025-12-22,10:30:00,Aluva Depot,10,8,2,0,24,404,0.037
2025-12-22,10:30:00,Muttom Yard,25,20,1,4,18,373,0.0231
2025-12-22,10:45:00,Aluva Depot,10,8,2,0,19,421,0.0408
2025-12-22,10:45:00,Muttom Yard,25,20,1,4,20,280,0.0263
2025-12-22,11:00:00,Aluva Depot,10,8,1,1,17,304,0.0274
2025-12-22,11:00:00,Muttom Yard,25,20,2,3,21,332,0.0326
2025-12-22,11:15:00,Aluva Depot,10,8,2,0,16,251,0.0295
2025-12-22,11:15:00,Muttom Yard,25,20,1,4,16,420,0.0396
2025-12-22,11:30:00,Aluva Depot,10,8,2,0,24,310,0.0277
2025-12-22,11:30:00,Muttom Yard,25,20,2,3,23,457,0.0238
2025-12-22,11:45:00,Aluva Depot,10,8,1,1,21,440,0.0307
2025-12-22,11:45:00,Muttom Yard,25,20,1,4,20,246,0.0453
2025-12-22,12:00:00,Aluva Depot,10,4,3,3,24,461,0.0183
2025-12-22,12:00:00,Muttom Yard,25,10,1,14,15,335,0.0493
2025-12-22,12:15:00,Aluva Depot,10,4,1,5,22,231,0.0346
2025-12-22,12:15:00,Muttom Yard,25,10,2,13,19,349,0.0235
2025-12-22,12:30:00,Aluva Depot,10,4,2,4,18,401,0.0289
2025-12-22,12:30:00,Muttom Yard,25,10,3,12,19,208,0.0484
2025-12-22,12:45:00,Aluva Depot,10,4,1,5,18,493,0.0357
2025-12-22,12:45:00,Muttom Yard,25,10,3,12,16,271,0.031
2025-12-22,13:00:00,Aluva Depot,10,4,2,4,20,429,0.0302
2025-12-22,13:00:00,Muttom Yard,25,10,2,13,18,402,0.0259
2025-12-22,13:15:00,Aluva Depot,10,4,1,5,15,326,0.0109
2025-12-22,13:15:00,Muttom Yard,25,10,3,12,19,451,0.0411
2025-12-22,13:30:00,Aluva Depot,10,4,1,5,18,368,0.0282
2025-12-22,13:30:00,Muttom Yard,25,10,1,14,18,220,0.0177
2025-12-22,13:45:00,Aluva Depot,10,4,1,5,16,225,0.035
2025-12-22,13:45:00,Muttom Yard,25,10,2,13,18,358,0.0144
2025-12-22,14:00:00,Aluva Depot,10,4,1,5,19,426,0.0395
2025-12-22,14:00:00,Muttom Yard,25,10,2,13,16,336,0.0215
2025-12-22,14:15:00,Aluva Depot,10,4,1,5,16,249,0.0228
2025-12-22,14:15:00,Muttom Yard,25,10,3,12,22,231,0.0186
2025-12-22,14:30:00,Aluva Depot,10,4,1,5,19,383,0.028
2025-12-22,14:30:00,Muttom Yard,25,10,3,12,23,235,0.046
2025-12-22,14:45:00,Aluva Depot,10,4,3,3,17,203,0.0487
2025-12-22,14:45:00,Muttom Yard,25,10,1,14,16,258,0.0408
2025-12-22,15:00:00,Aluva Depot,10,4,3,3,18,251,0.0262
2025-12-22,15:00:00,Muttom Yard,25,10,2,13,23,488,0.0424
2025-12-22,15:15:00,Aluva Depot,10,4,2,4,21,468,0.0217
2025-12-22,15:15:00,Muttom Yard,25,10,3,12,21,228,0.0206
2025-12-22,15:30:00,Aluva Depot,10,4,1,5,22,387,0.0342
2025-12-22,15:30:00,Muttom Yard,25,10,1,14,21,291,0.0245
2025-12-22,15:45:00,Aluva Depot,10,4,3,3,22,428,0.0329
2025-12-22,15:45:00,Muttom Yard,25,10,3,12,15,263,0.031
2025-12-22,16:00:00,Aluva Depot,10,4,3,3,17,486,0.0314
2025-12-22,16:00:00,Muttom Yard,25,10,3,12,18,214,0.0318
2025-12-22,16:15:00,Aluva Depot,10,4,2,4,24,240,0.0363
2025-12-22,16:15:00,Muttom Yard,25,10,3,12,16,338,0.0322
2025-12-22,16:30:00,Aluva Depot,10,4,1,5,16,497,0.0285
2025-12-22,16:30:00,Muttom Yard,25,10,1,14,15,280,0.0206
2025-12-22,16:45:00,Aluva Depot,10,4,1,5,17,402,0.0276
2025-12-22,16:45:00,Muttom Yard,25,10,3,12,19,215,0.0156
2025-12-22,17:00:00,Aluva Depot,10,8,3,0,22,212,0.0152
2025-12-22,17:00:00,Muttom Yard,25,20,1,4,20,409,0.0174
2025-12-22,17:15:00,Aluva Depot,10,8,2,0,18,326,0.0425
2025-12-22,17:15:00,Muttom Yard,25,20,1,4,21,248,0.0487
2025-12-22,17:30:00,Aluva Depot,10,8,2,0,18,439,0.027
2025-12-22,17:30:00,Muttom Yard,25,20,2,3,20,423,0.0215
2025-12-22,17:45:00,Aluva Depot,10,8,3,0,24,216,0.0303
2025-12-22,17:45:00,Muttom Yard,25,20,1,4,22,248,0.04
2025-12-22,18:00:00,Aluva Depot,10,8,2,0,21,213,0.0418
2025-12-22,18:00:00,Muttom Yard,25,20,1,4,24,294,0.0405
2025-12-22,18:15:00,Aluva Depot,10,8,3,0,17,356,0.021
2025-12-22,18:15:00,Muttom Yard,25,20,3,2,16,247,0.0232
2025-12-22,18:30:00,Aluva Depot,10,8,2,0,16,367,0.0352
2025-12-22,18:30:00,Muttom Yard,25,20,3,2,16,485,0.049
2025-12-22,18:45:00,Aluva Depot,10,8,1,1,19,268,0.0311
2025-12-22,18:45:00,Muttom Yard,25,20,1,4,17,375,0.036
2025-12-22,19:00:00,Aluva Depot,10,8,1,1,16,403,0.0446
2025-12-22,19:00:00,Muttom Yard,25,20,1,4,21,377,0.0241
2025-12-22,19:15:00,Aluva Depot,10,8,3,0,18,277,0.0367
2025-12-22,19:15:00,Muttom Yard,25,20,3,2,24,388,0.0407
2025-12-22,19:30:00,Aluva Depot,10,8,2,0,21,379,0.0258
2025-12-22,19:30:00,Muttom Yard,25,20,2,3,18,247,0.0292
2025-12-22,19:45:00,Aluva Depot,10,8,2,0,21,212,0.0438
2025-12-22,19:45:00,Muttom Yard,25,20,1,4,15,364,0.0354
2025-12-22,20:00:00,Aluva Depot,10,8,1,1,17,405,0.048
2025-12-22,20:00:00,Muttom Yard,25,20,2,3,19,352,0.0194
2025-12-22,20:15:00,Aluva Depot,10,8,2,0,15,343,0.0325
2025-12-22,20:15:00,Muttom Yard,25,20,3,2,23,239,0.0211
2025-12-22,20:30:00,Aluva Depot,10,8,2,0,23,274,0.0283
2025-12-22,20:30:00,Muttom Yard,25,20,1,4,21,465,0.0223
2025-12-22,20:45:00,Aluva Depot,10,8,2,0,18,394,0.0375
2025-12-22,20:45:00,Muttom Yard,25,20,1,4,24,322,0.0439
2025-12-22,21:00:00,Aluva Depot,10,4,1,5,15,443,0.0212
2025-12-22,21:00:00,Muttom Yard,25,10,1,14,22,203,0.0345
2025-12-22,21:15:00,Aluva Depot,10,4,1,5,24,433,0.0479
2025-12-22,21:15:00,Muttom Yard,25,10,1,14,15,417,0.0282
2025-12-22,21:30:00,Aluva Depot,10,4,1,5,24,210,0.0427
2025-12-22,21:30:00,Muttom Yard,25,10,1,14,19,261,0.0461
2025-12-22,21:45:00,Aluva Depot,10,4,2,4,23,489,0.0288
2025-12-22,21:45:00,Muttom Yard,25,10,2,13,19,401,0.0406
2025-12-22,22:00:00,Aluva Depot,10,4,1,5,17,201,0.0412
2025-12-22,22:00:00,Muttom Yard,25,10,2,13,24,325,0.0357
2025-12-22,22:15:00,Aluva Depot,10,4,1,5,19,497,0.0246
2025-12-22,22:15:00,Muttom Yard,25,10,3,12,21,468,0.0145
2025-12-22,22:30:00,Aluva Depot,10,4,2,4,17,309,0.044
2025-12-22,22:30:00,Muttom Yard,25,10,2,13,15,300,0.0299
2025-12-22,22:45:00,Aluva Depot,10,4,3,3,16,318,0.0321
2025-12-22,22:45:00,Muttom Yard,25,10,3,12,22,432,0.0201
2025-12-22,23:00:00,Aluva Depot,10,4,2,4,24,266,0.0197
2025-12-22,23:00:00,Muttom Yard,25,10,2,13,19,406,0.0492
2025-12-23,05:30:00,Aluva Depot,10,4,2,4,20,415,0.0374
2025-12-23,05:30:00,Muttom Yard,25,10,2,13,19,243,0.0124
2025-12-23,05:45:00,Aluva Depot,10,4,3,3,15,229,0.0132
2025-12-23,05:45:00,Muttom Yard,25,10,1,14,23,253,0.042
2025-12-23,06:00:00,Aluva Depot,10,4,3,3,17,380,0.0168
2025-12-23,06:00:00,Muttom Yard,25,10,2,13,21,278,0.0262
2025-12-23,06:15:00,Aluva Depot,10,4,1,5,21,357,0.0397
2025-12-23,06:15:00,Muttom Yard,25,10,1,14,20,445,0.0358
2025-12-23,06:30:00,Aluva Depot,10,4,3,3,18,351,0.0288
2025-12-23,06:30:00,Muttom Yard,25,10,3,12,17,474,0.0205
2025-12-23,06:45:00,Aluva Depot,10,4,3,3,19,264,0.0255
2025-12-23,06:45:00,Muttom Yard,25,10,2,13,18,440,0.0153
2025-12-23,07:00:00,Aluva Depot,10,4,1,5,24,492,0.0261
2025-12-23,07:00:00,Muttom Yard,25,10,2,13,23,364,0.023
2025-12-23,07:15:00,Aluva Depot,10,4,1,5,24,445,0.0481
2025-12-23,07:15:00,Muttom Yard,25,10,2,13,15,354,0.011
2025-12-23,07:30:00,Aluva Depot,10,4,3,3,22,472,0.0115
2025-12-23,07:30:00,Muttom Yard,25,10,3,12,15,343,0.0305
2025-12-23,07:45:00,Aluva Depot,10,4,2,4,15,331,0.0293
2025-12-23,07:45:00,Muttom Yard,25,10,2,13,15,331,0.0167
2025-12-23,08:00:00,Aluva Depot,10,8,3,0,18,403,0.026
2025-12-23,08:00:00,Muttom Yard,25,20,1,4,17,325,0.0404
2025-12-23,08:15:00,Aluva Depot,10,8,3,0,24,464,0.0172
2025-12-23,08:15:00,Muttom Yard,25,20,2,3,18,270,0.0277
2025-12-23,08:30:00,Aluva Depot,10,8,2,0,17,310,0.0338
2025-12-23,08:30:00,Muttom Yard,25,20,1,4,23,452,0.0295
2025-12-23,08:45:00,Aluva Depot,10,8,1,1,24,233,0.0487
2025-12-23,08:45:00,Muttom Yard,25,20,2,3,21,326,0.0289
2025-12-23,09:00:00,Aluva Depot,10,8,1,1,20,248,0.0158
2025-12-23,09:00:00,Muttom Yard,25,20,1,4,19,303,0.0334
2025-12-23,09:15:00,Aluva Depot,10,8,3,0,21,332,0.0213
2025-12-23,09:15:00,Muttom Yard,25,20,2,3,15,405,0.0458
2025-12-23,09:30:00,Aluva Depot,10,8,2,0,20,229,0.0299
2025-12-23,09:30:00,Muttom Yard,25,20,1,4,15,350,0.0469
2025-12-23,09:45:00,Aluva Depot,10,8,2,0,24,345,0.0334
2025-12-23,09:45:00,Muttom Yard,25,20,1,4,16,458,0.0463
2025-12-23,10:00:00,Aluva Depot,10,8,1,1,17,326,0.013
2025-12-23,10:00:00,Muttom Yard,25,20,1,4,15,419,0.0367
2025-12-23,10:15:00,Aluva Depot,10,8,1,1,17,362,0.0384
2025-12-23,10:15:00,Muttom Yard,25,20,2,3,20,358,0.0205
2025-12-23,10:30:00,Aluva Depot,10,8,2,0,15,284,0.0381
2025-12-23,10:30:00,Muttom Yard,25,20,3,2,19,459,0.0332
2025-12-23,10:45:00,Aluva Depot,10,8,1,1,18,452,0.0106
2025-12-23,10:45:00,Muttom Yard,25,20,2,3,15,280,0.016
2025-12-23,11:00:00,Aluva Depot,10,8,2,0,20,424,0.0203
2025-12-23,11:00:00,Muttom Yard,25,20,1,4,24,302,0.0211
2025-12-23,11:15:00,Aluva Depot,10,8,3,0,20,287,0.041
2025-12-23,11:15:00,Muttom Yard,25,20,3,2,18,428,0.0315
2025-12-23,11:30:00,Aluva Depot,10,8,2,0,17,398,0.0373
2025-12-23,11:30:00,Muttom Yard,25,20,2,3,16,251,0.0209
2025-12-23,11:45:00,Aluva Depot,10,8,2,0,18,465,0.0189
2025-12-23,11:45:00,Muttom Yard,25,20,3,2,18,330,0.0133
2025-12-23,12:00:00,Aluva Depot,10,4,2,4,21,251,0.0372
2025-12-23,12:00:00,Muttom Yard,25,10,3,12,20,397,0.025
2025-12-23,12:15:00,Aluva Depot,10,4,2,4,16,413,0.0478
2025-12-23,12:15:00,Muttom Yard,25,10,1,14,21,421,0.0393
2025-12-23,12:30:00,Aluva Depot,10,4,3,3,15,406,0.0329
2025-12-23,12:30:00,Muttom Yard,25,10,3,12,18,300,0.0212
2025-12-23,12:45:00,Aluva Depot,10,4,1,5,19,352,0.025
2025-12-23,12:45:00,Muttom Yard,25,10,3,12,23,321,0.011
2025-12-23,13:00:00,Aluva Depot,10,4,2,4,18,491,0.0258
2025-12-23,13:00:00,Muttom Yard,25,10,2,13,22,447,0.0277
2025-12-23,13:15:00,Aluva Depot,10,4,1,5,23,441,0.0178
2025-12-23,13:15:00,Muttom Yard,25,10,1,14,15,222,0.0497
2025-12-23,13:30:00,Aluva Depot,10,4,3,3,23,242,0.0177
2025-12-23,13:30:00,Muttom Yard,25,10,1,14,16,416,0.0167
2025-12-23,13:45:00,Aluva Depot,10,4,3,3,21,358,0.0383
2025-12-23,13:45:00,Muttom Yard,25,10,3,12,24,485,0.0407
2025-12-23,14:00:00,Aluva Depot,10,4,3,3,19,290,0.0326
2025-12-23,14:00:00,Muttom Yard,25,10,1,14,16,472,0.0484
2025-12-23,14:15:00,Aluva Depot,10,4,1,5,22,431,0.0486
2025-12-23,14:15:00,Muttom Yard,25,10,3,12,23,316,0.0295
2025-12-23,14:30:00,Aluva Depot,10,4,3,3,18,483,0.0254
2025-12-23,14:30:00,Muttom Yard,25,10,3,12,18,358,0.0442
2025-12-23,14:45:00,Aluva Depot,10,4,3,3,17,210,0.0441
2025-12-23,14:45:00,Muttom Yard,25,10,1,14,16,488,0.03
2025-12-23,15:00:00,Aluva Depot,10,4,1,5,24,315,0.0149
2025-12-23,15:00:00,Muttom Yard,25,10,3,12,15,425,0.0309
2025-12-23,15:15:00,Aluva Depot,10,4,3,3,24,478,0.0274
2025-12-23,15:15:00,Muttom Yard,25,10,3,12,16,202,0.048
2025-12-23,15:30:00,Aluva Depot,10,4,2,4,16,499,0.031
2025-12-23,15:30:00,Muttom Yard,25,10,3,12,24,419,0.0403
2025-12-23,15:45:00,Aluva Depot,10,4,2,4,16,201,0.0268
2025-12-23,15:45:00,Muttom Yard,25,10,1,14,20,234,0.0291
2025-12-23,16:00:00,Aluva Depot,10,4,3,3,15,416,0.0386
2025-12-23,16:00:00,Muttom Yard,25,10,2,13,16,447,0.0482
2025-12-23,16:15:00,Aluva Depot,10,4,1,5,23,459,0.0415
2025-12-23,16:15:00,Muttom Yard,25,10,3,12,16,477,0.035
2025-12-23,16:30:00,Aluva Depot,10,4,2,4,23,230,0.0169
2025-12-23,16:30:00,Muttom Yard,25,10,3,12,23,302,0.0206
2025-12-23,16:45:00,Aluva Depot,10,4,2,4,18,343,0.0498
2025-12-23,16:45:00,Muttom Yard,25,10,3,12,23,429,0.0499
2025-12-23,17:00:00,Aluva Depot,10,8,2,0,20,412,0.0156
2025-12-23,17:00:00,Muttom Yard,25,20,2,3,20,206,0.0449
2025-12-23,17:15:00,Aluva Depot,10,8,3,0,18,441,0.0321
2025-12-23,17:15:00,Muttom Yard,25,20,2,3,15,260,0.0336
2025-12-23,17:30:00,Aluva Depot,10,8,1,1,24,295,0.0282
2025-12-23,17:30:00,Muttom Yard,25,20,3,2,24,246,0.0252
2025-12-23,17:45:00,Aluva Depot,10,8,1,1,23,272,0.0301
2025-12-23,17:45:00,Muttom Yard,25,20,1,4,24,498,0.0364
2025-12-23,18:00:00,Aluva Depot,10,8,3,0,22,439,0.0417
2025-12-23,18:00:00,Muttom Yard,25,20,1,4,20,293,0.0495
2025-12-23,18:15:00,Aluva Depot,10,8,3,0,18,261,0.048
2025-12-23,18:15:00,Muttom Yard,25,20,1,4,21,216,0.0474
2025-12-23,18:30:00,Aluva Depot,10,8,3,0,17,424,0.0461
2025-12-23,18:30:00,Muttom Yard,25,20,1,4,19,285,0.0204
2025-12-23,18:45:00,Aluva Depot,10,8,3,0,21,445,0.0195
2025-12-23,18:45:00,Muttom Yard,25,20,3,2,16,377,0.0472
2025-12-23,19:00:00,Aluva Depot,10,8,3,0,18,447,0.0118
2025-12-23,19:00:00,Muttom Yard,25,20,2,3,18,246,0.036
2025-12-23,19:15:00,Aluva Depot,10,8,2,0,23,230,0.0398
2025-12-23,19:15:00,Muttom Yard,25,20,2,3,23,209,0.0103
2025-12-23,19:30:00,Aluva Depot,10,8,2,0,22,220,0.037
2025-12-23,19:30:00,Muttom Yard,25,20,2,3,16,280,0.0219
2025-12-23,19:45:00,Aluva Depot,10,8,1,1,22,487,0.0361
2025-12-23,19:45:00,Muttom Yard,25,20,2,3,22,388,0.0461
2025-12-23,20:00:00,Aluva Depot,10,8,2,0,16,460,0.0302
2025-12-23,20:00:00,Muttom Yard,25,20,2,3,22,236,0.0269
2025-12-23,20:15:00,Aluva Depot,10,8,3,0,21,211,0.0106
2025-12-23,20:15:00,Muttom Yard,25,20,1,4,23,372,0.0342
2025-12-23,20:30:00,Aluva Depot,10,8,3,0,21,363,0.0205
2025-12-23,20:30:00,Muttom Yard,25,20,3,2,23,355,0.0237
2025-12-23,20:45:00,Aluva Depot,10,8,1,1,22,460,0.0495
2025-12-23,20:45:00,Muttom Yard,25,20,1,4,24,288,0.0293
2025-12-23,21:00:00,Aluva Depot,10,4,3,3,18,332,0.0368
2025-12-23,21:00:00,Muttom Yard,25,10,2,13,15,222,0.0234
2025-12-23,21:15:00,Aluva Depot,10,4,2,4,24,381,0.0118
2025-12-23,21:15:00,Muttom Yard,25,10,3,12,20,457,0.0476
2025-12-23,21:30:00,Aluva Depot,10,4,2,4,18,212,0.0103
2025-12-23,21:30:00,Muttom Yard,25,10,3,12,19,384,0.0196
2025-12-23,21:45:00,Aluva Depot,10,4,3,3,19,399,0.0272
2025-12-23,21:45:00,Muttom Yard,25,10,1,14,21,440,0.0448
2025-12-23,22:00:00,Aluva Depot,10,4,2,4,16,396,0.0268
2025-12-23,22:00:00,Muttom Yard,25,10,1,14,19,377,0.0126
2025-12-23,22:15:00,Aluva Depot,10,4,2,4,19,349,0.049
2025-12-23,22:15:00,Muttom Yard,25,10,1,14,18,265,0.0124
2025-12-23,22:30:00,Aluva Depot,10,4,1,5,22,253,0.034
2025-12-23,22:30:00,Muttom Yard,25,10,1,14,15,466,0.0213
2025-12-23,22:45:00,Aluva Depot,10,4,3,3,23,319,0.0134
2025-12-23,22:45:00,Muttom Yard,25,10,3,12,15,265,0.0433
2025-12-23,23:00:00,Aluva Depot,10,4,2,4,19,253,0.0122
2025-12-23,23:00:00,Muttom Yard,25,10,2,13,24,369,0.0362
2025-12-24,05:30:00,Aluva Depot,10,4,3,3,22,383,0.0465
2025-12-24,05:30:00,Muttom Yard,25,10,3,12,15,427,0.0105
2025-12-24,05:45:00,Aluva Depot,10,4,2,4,22,442,0.0232
2025-12-24,05:45:00,Muttom Yard,25,10,1,14,18,360,0.0157
2025-12-24,06:00:00,Aluva Depot,10,4,2,4,19,370,0.0326
2025-12-24,06:00:00,Muttom Yard,25,10,2,13,21,371,0.0158
2025-12-24,06:15:00,Aluva Depot,10,4,3,3,22,430,0.0214
2025-12-24,06:15:00,Muttom Yard,25,10,3,12,16,242,0.0185
2025-12-24,06:30:00,Aluva Depot,10,4,1,5,22,211,0.0166
2025-12-24,06:30:00,Muttom Yard,25,10,1,14,23,232,0.0223
2025-12-24,06:45:00,Aluva Depot,10,4,2,4,21,480,0.0319
2025-12-24,06:45:00,Muttom Yard,25,10,1,14,23,431,0.0357
2025-12-24,07:00:00,Aluva Depot,10,4,3,3,17,383,0.0276
2025-12-24,07:00:00,Muttom Yard,25,10,2,13,22,343,0.0462
2025-12-24,07:15:00,Aluva Depot,10,4,3,3,22,481,0.0489
2025-12-24,07:15:00,Muttom Yard,25,10,1,14,21,461,0.0168
2025-12-24,07:30:00,Aluva Depot,10,4,1,5,22,289,0.0496
2025-12-24,07:30:00,Muttom Yard,25,10,1,14,24,353,0.0252
2025-12-24,07:45:00,Aluva Depot,10,4,3,3,18,215,0.0342
2025-12-24,07:45:00,Muttom Yard,25,10,1,14,15,431,0.0266
2025-12-24,08:00:00,Aluva Depot,10,8,1,1,16,419,0.0104
2025-12-24,08:00:00,Muttom Yard,25,20,3,2,16,404,0.0134
2025-12-24,08:15:00,Aluva Depot,10,8,1,1,18,212,0.0222
2025-12-24,08:15:00,Muttom Yard,25,20,2,3,17,315,0.0332
2025-12-24,08:30:00,Aluva Depot,10,8,3,0,15,448,0.0295
2025-12-24,08:30:00,Muttom Yard,25,20,2,3,17,372,0.0401
2025-12-24,08:45:00,Aluva Depot,10,8,3,0,21,381,0.0422
2025-12-24,08:45:00,Muttom Yard,25,20,1,4,18,234,0.0202
2025-12-24,09:00:00,Aluva Depot,10,8,2,0,20,434,0.0431
2025-12-24,09:00:00,Muttom Yard,25,20,3,2,16,476,0.0319
2025-12-24,09:15:00,Aluva Depot,10,8,3,0,21,288,0.014
2025-12-24,09:15:00,Muttom Yard,25,20,1,4,21,248,0.0178
2025-12-24,09:30:00,Aluva Depot,10,8,2,0,19,431,0.0226
2025-12-24,09:30:00,Muttom Yard,25,20,1,4,15,375,0.0376
2025-12-24,09:45:00,Aluva Depot,10,8,3,0,24,368,0.0242
2025-12-24,09:45:00,Muttom Yard,25,20,3,2,22,241,0.0319
2025-12-24,10:00:00,Aluva Depot,10,8,3,0,22,239,0.0191
2025-12-24,10:00:00,Muttom Yard,25,20,2,3,22,208,0.0499
2025-12-24,10:15:00,Aluva Depot,10,8,2,0,16,451,0.0248
2025-12-24,10:15:00,Muttom Yard,25,20,3,2,16,459,0.0245
2025-12-24,10:30:00,Aluva Depot,10,8,1,1,18,456,0.0118
2025-12-24,10:30:00,Muttom Yard,25,20,1,4,21,417,0.0424
2025-12-24,10:45:00,Aluva Depot,10,8,3,0,21,267,0.0266
2025-12-24,10:45:00,Muttom Yard,25,20,1,4,17,217,0.0145
2025-12-24,11:00:00,Aluva Depot,10,8,1,1,20,421,0.0225
2025-12-24,11:00:00,Muttom Yard,25,20,3,2,22,318,0.0433
2025-12-24,11:15:00,Aluva Depot,10,8,3,0,22,430,0.0457
2025-12-24,11:15:00,Muttom Yard,25,20,1,4,18,287,0.0427
2025-12-24,11:30:00,Aluva Depot,10,8,2,0,21,369,0.0318
2025-12-24,11:30:00,Muttom Yard,25,20,1,4,18,313,0.0307
2025-12-24,11:45:00,Aluva Depot,10,8,1,1,16,292,0.0334
2025-12-24,11:45:00,Muttom Yard,25,20,2,3,19,473,0.0375
2025-12-24,12:00:00,Aluva Depot,10,4,3,3,20,222,0.0224
2025-12-24,12:00:00,Muttom Yard,25,10,1,14,24,209,0.0175
2025-12-24,12:15:00,Aluva Depot,10,4,1,5,17,406,0.0103
2025-12-24,12:15:00,Muttom Yard,25,10,1,14,18,240,0.0438
2025-12-24,12:30:00,Aluva Depot,10,4,2,4,21,288,0.0226
2025-12-24,12:30:00,Muttom Yard,25,10,3,12,18,464,0.0135
2025-12-24,12:45:00,Aluva Depot,10,4,2,4,24,460,0.0186
2025-12-24,12:45:00,Muttom Yard,25,10,1,14,15,247,0.0162
2025-12-24,13:00:00,Aluva Depot,10,4,2,4,20,337,0.0399
2025-12-24,13:00:00,Muttom Yard,25,10,3,12,15,287,0.042
2025-12-24,13:15:00,Aluva Depot,10,4,2,4,24,480,0.017
2025-12-24,13:15:00,Muttom Yard,25,10,2,13,18,220,0.0416
2025-12-24,13:30:00,Aluva Depot,10,4,2,4,21,327,0.0123
2025-12-24,13:30:00,Muttom Yard,25,10,1,14,17,455,0.047
2025-12-24,13:45:00,Aluva Depot,10,4,1,5,15,450,0.0461
2025-12-24,13:45:00,Muttom Yard,25,10,2,13,21,294,0.0103
2025-12-24,14:00:00,Aluva Depot,10,4,1,5,16,449,0.0319
2025-12-24,14:00:00,Muttom Yard,25,10,1,14,15,321,0.0251
2025-12-24,14:15:00,Aluva Depot,10,4,1,5,19,463,0.0465
2025-12-24,14:15:00,Muttom Yard,25,10,3,12,17,206,0.0376
2025-12-24,14:30:00,Aluva Depot,10,4,3,3,15,485,0.0169
2025-12-24,14:30:00,Muttom Yard,25,10,3,12,19,223,0.0288
2025-12-24,14:45:00,Aluva Depot,10,4,2,4,21,251,0.0408
2025-12-24,14:45:00,Muttom Yard,25,10,3,12,18,422,0.0185
2025-12-24,15:00:00,Aluva Depot,10,4,3,3,15,310,0.0413
2025-12-24,15:00:00,Muttom Yard,25,10,2,13,20,299,0.0405
2025-12-24,15:15:00,Aluva Depot,10,4,1,5,21,243,0.012
2025-12-24,15:15:00,Muttom Yard,25,10,3,12,17,496,0.0213
2025-12-24,15:30:00,Aluva Depot,10,4,2,4,17,300,0.0106
2025-12-24,15:30:00,Muttom Yard,25,10,3,12,20,496,0.0478
2025-12-24,15:45:00,Aluva Depot,10,4,1,5,19,206,0.0227
2025-12-24,15:45:00,Muttom Yard,25,10,1,14,24,260,0.0269
2025-12-24,16:00:00,Aluva Depot,10,4,3,3,18,451,0.0395
2025-12-24,16:00:00,Muttom Yard,25,10,3,12,24,205,0.0477
2025-12-24,16:15:00,Aluva Depot,10,4,2,4,15,409,0.0261
2025-12-24,16:15:00,Muttom Yard,25,10,1,14,18,488,0.0298
2025-12-24,16:30:00,Aluva Depot,10,4,3,3,17,315,0.0386
2025-12-24,16:30:00,Muttom Yard,25,10,3,12,20,494,0.0111
2025-12-24,16:45:00,Aluva Depot,10,4,3,3,16,222,0.0171
2025-12-24,16:45:00,Muttom Yard,25,10,3,12,20,474,0.0349
2025-12-24,17:00:00,Aluva Depot,10,8,1,1,17,201,0.0259
2025-12-24,17:00:00,Muttom Yard,25,20,3,2,24,322,0.0223
2025-12-24,17:15:00,Aluva Depot,10,8,2,0,15,352,0.0229
2025-12-24,17:15:00,Muttom Yard,25,20,3,2,16,404,0.023
2025-12-24,17:30:00,Aluva Depot,10,8,1,1,20,326,0.0153
2025-12-24,17:30:00,Muttom Yard,25,20,1,4,23,207,0.0271
2025-12-24,17:45:00,Aluva Depot,10,8,1,1,24,202,0.0109
2025-12-24,17:45:00,Muttom Yard,25,20,2,3,21,210,0.041
2025-12-24,18:00:00,Aluva Depot,10,8,3,0,18,397,0.0279
2025-12-24,18:00:00,Muttom Yard,25,20,1,4,20,264,0.0154
2025-12-24,18:15:00,Aluva Depot,10,8,2,0,22,449,0.0155
2025-12-24,18:15:00,Muttom Yard,25,20,3,2,21,330,0.0422
2025-12-24,18:30:00,Aluva Depot,10,8,2,0,19,436,0.0452
2025-12-24,18:30:00,Muttom Yard,25,20,3,2,23,381,0.0201
2025-12-24,18:45:00,Aluva Depot,10,8,3,0,24,385,0.0109
